id,community,area,price,phone,url
1065,大陆世嘉公寓,51m²,1800元/月,132 2132 5858,https://jx.fccs.com/rent/23152393.html
1064,万科·环萃园,98m²,2000元/月,158 5838 1932,https://jx.fccs.com/rent/22852589.html
1063,巴黎都市,34m²,1100元/月,138 5738 9816,https://jx.fccs.com/rent/23101754.html
1062,佳源·优优花园,113m²,2980元/月,186 5735 1101,https://jx.fccs.com/rent/23161416.html
1061,育龙湾,268m²,2600元/月,137 5739 9880,https://jx.fccs.com/rent/23164168.html
1060,安乐路,80m²,3300元/月,130 6752 1191,https://jx.fccs.com/rent/23153014.html
1059,电控厂宿舍,62m²,1200元/月,131 0573 1926,https://jx.fccs.com/rent/23164088.html
1058,信达东郡,127m²,1600元/月,177 5735 2526,https://jx.fccs.com/rent/23164160.html
1057,城南花园,22m²,400元/月,150 6731 4841,https://jx.fccs.com/rent/23029233.html
1056,百墅花园,113m²,2300元/月,189 6736 6855,https://jx.fccs.com/rent/23164057.html
1055,财富豪庭,135m²,4500元/月,131 0573 1926,https://jx.fccs.com/rent/23164103.html
1054,大树银河湾,109m²,2700元/月,183 6739 0225,https://jx.fccs.com/rent/23164149.html
1053,嘉州美都五期欢聚园,80m²,1500元/月,189 6736 6855,https://jx.fccs.com/rent/23164101.html
1052,万好家居购物广场,86m²,1600元/月,133 4600 7756,https://jx.fccs.com/rent/23123445.html
1051,荣盛·富盛名邸,165m²,4000元/月,183 5733 5553,https://jx.fccs.com/rent/23063171.html
1050,安乐路,75m²,1800元/月,130 6752 1191,https://jx.fccs.com/rent/23158198.html
1049,府忠埭,55m²,750元/月,130 6752 1191,https://jx.fccs.com/rent/23164152.html
1048,雅居乐金茂中央公园,138m²,1500元/月,131 0573 1926,https://jx.fccs.com/rent/23164058.html
1047,骏园,125m²,3800元/月,186 5735 1101,https://jx.fccs.com/rent/23134825.html
1046,卫校宿舍,75m²,1100元/月,131 0573 1926,https://jx.fccs.com/rent/23164090.html
1045,佳源·东方都市,48m²,1100元/月,133 4600 7756,https://jx.fccs.com/rent/23135095.html
1044,置地广场,58m²,1800元/月,186 0583 2951,https://jx.fccs.com/rent/23164153.html
1043,赞成·学仕苑,20m²,900元/月,137 6491 4393,https://jx.fccs.com/rent/23160289.html
1042,绿地新都会,89m²,2000元/月,171 6573 1919,https://jx.fccs.com/rent/23127773.html
1041,绿城柳岸禾风,109m²,1600元/月,150 6837 9692,https://jx.fccs.com/rent/23160059.html
1040,国际·中港城新世纪公寓,126m²,2600元/月,171 6573 1919,https://jx.fccs.com/rent/23125442.html
1039,大树彩红里,48m²,900元/月,133 4600 7756,https://jx.fccs.com/rent/23120845.html
1038,春晓源·燕园,275m²,7500元/月,139 5732 2722,https://jx.fccs.com/rent/23146300.html
1037,云东公寓,193m²,2200元/月,133 4600 7756,https://jx.fccs.com/rent/23159213.html
1036,万科·城市之光,97m²,1350元/月,171 6573 1919,https://jx.fccs.com/rent/23151976.html
1035,旭辉广场,56m²,2000元/月,133 5605 8615,https://jx.fccs.com/rent/22882783.html
1034,南江公寓,68m²,1700元/月,171 6573 1919,https://jx.fccs.com/rent/23135219.html
1033,栅堰新村,58m²,1100元/月,199 0583 2277,https://jx.fccs.com/rent/23163787.html
1032,绿地·绿禾名邸,89m²,1600元/月,171 6573 1919,https://jx.fccs.com/rent/23152098.html
1031,南江公寓,68m²,1700元/月,171 6573 1919,https://jx.fccs.com/rent/23135263.html
1030,金地风华剑桥,106m²,2500元/月,171 6573 1919,https://jx.fccs.com/rent/23125395.html
1029,清河西区,70m²,1200元/月,133 5605 8615,https://jx.fccs.com/rent/23150276.html
1028,荣安万科·香樟国际,117m²,3680元/月,133 4600 7756,https://jx.fccs.com/rent/23159216.html
1027,赞成·紫景雅苑,2800m²,2800元/月,131 0573 1926,https://jx.fccs.com/rent/23164192.html
1026,隆腾广场·青春里,100m²,1800元/月,135 7535 6872,https://jx.fccs.com/rent/23164135.html
1025,南江公寓,68m²,1500元/月,171 6573 1919,https://jx.fccs.com/rent/23127190.html
1024,旭辉广场,50m²,1900元/月,158 2432 8991,https://jx.fccs.com/rent/23164203.html
1023,招商·溪悦水岸,100m²,2460元/月,133 4600 7756,https://jx.fccs.com/rent/23156105.html
1022,秀湖中粮·祥云,128m²,2700元/月,133 2593 1339,https://jx.fccs.com/rent/23152660.html
1021,清河西区,70m²,1200元/月,158 2432 8991,https://jx.fccs.com/rent/23164206.html
1020,罗马都市,96m²,2600元/月,171 6573 1919,https://jx.fccs.com/rent/23154748.html
1019,都市·文涛苑,93m²,2200元/月,158 8830 0760,https://jx.fccs.com/rent/23155482.html
1018,蓝光·晶曜雅苑,170m²,2500元/月,130 9573 7572,https://jx.fccs.com/rent/22950183.html
1017,新领域广场,67m²,1760元/月,133 4600 7756,https://jx.fccs.com/rent/23159225.html
1016,嘉富·好第坊,84m²,1880元/月,188 6831 1281,https://jx.fccs.com/rent/23164279.html
1015,水仙坊,65m²,1400元/月,158 2432 8991,https://jx.fccs.com/rent/23164230.html
1014,翰林府第,92m²,2400元/月,158 8832 4860,https://jx.fccs.com/rent/23164288.html
1013,西马桥小区,62m²,1350元/月,137 3825 6865,https://jx.fccs.com/rent/21705218.html
1012,万科·泊樾湾,123m²,3900元/月,135 8646 6836,https://jx.fccs.com/rent/23150412.html
1011,大树花园三期,68m²,1700元/月,133 2593 1339,https://jx.fccs.com/rent/23163827.html
1010,加丝联宿舍,68m²,1500元/月,133 6238 5899,https://jx.fccs.com/rent/23164250.html
1009,东方禾苑,108m²,3380元/月,133 4600 7756,https://jx.fccs.com/rent/23159193.html
1008,绢纺四村,58m²,1200元/月,138 1932 9550,https://jx.fccs.com/rent/23151728.html
1007,赞成·学仕苑,89m²,2500元/月,136 1573 1318,https://jx.fccs.com/rent/23161709.html
1006,智富城·领秀智谷,143m²,4200元/月,180 5739 9669,https://jx.fccs.com/rent/23164209.html
1005,吉明里,55m²,1000元/月,130 6752 6668,https://jx.fccs.com/rent/23138681.html
1004,佳源·秀湖印象,20m²,900元/月,130 9573 7572,https://jx.fccs.com/rent/23160555.html
1003,菱香坊,60m²,1200元/月,158 2432 8991,https://jx.fccs.com/rent/23164213.html
1002,秀湖中粮·祥云,126m²,2800元/月,150 6738 0330,https://jx.fccs.com/rent/23164339.html
1001,文星花园·汇龙苑,45m²,1450元/月,139 5737 3219,https://jx.fccs.com/rent/23150913.html
1000,中梁·秀湖壹号院,96m²,2800元/月,188 6769 9923,https://jx.fccs.com/rent/23164411.html
999,金都景苑,253m²,3500元/月,139 6734 3459,https://jx.fccs.com/rent/23164403.html
998,文纬里,60m²,850元/月,136 2676 8742,https://jx.fccs.com/rent/23164363.html
997,云洲苑,143m²,2500元/月,139 5737 3219,https://jx.fccs.com/rent/23123963.html
996,秋泾公寓,120m²,1900元/月,139 5737 3219,https://jx.fccs.com/rent/23127149.html
995,中山·怡和园,124m²,1900元/月,139 5737 3219,https://jx.fccs.com/rent/23162374.html
994,同方燕语林苑,115m²,2300元/月,139 5737 3219,https://jx.fccs.com/rent/23122021.html
993,泰富商业广场,40.22m²,1200元/月,139 5737 3219,https://jx.fccs.com/rent/23101337.html
992,赞成·紫竹名苑,80.13m²,1700元/月,139 5737 3219,https://jx.fccs.com/rent/23121647.html
991,文昌里小区,60m²,1500元/月,136 2676 8742,https://jx.fccs.com/rent/23164354.html
990,正黄·泊翠里,107m²,1200元/月,139 5737 3219,https://jx.fccs.com/rent/23108067.html
989,协和广场,48m²,1200元/月,139 5737 3219,https://jx.fccs.com/rent/23142240.html
988,紫金凰庭,147m²,3000元/月,139 6734 3459,https://jx.fccs.com/rent/23086282.html
987,探花苑,136m²,2600元/月,139 5737 3219,https://jx.fccs.com/rent/23151859.html
986,三景花园,122m²,2100元/月,139 5737 3219,https://jx.fccs.com/rent/23127144.html
985,四季观邸,70m²,2200元/月,136 2676 8742,https://jx.fccs.com/rent/23164366.html
984,水仙坊,60m²,1350元/月,139 5737 3219,https://jx.fccs.com/rent/23161251.html
983,中梁·秀湖壹号院,169.58m²,3000元/月,139 5737 3219,https://jx.fccs.com/rent/23130148.html
982,菱香坊,107m²,1800元/月,186 0573 1135,https://jx.fccs.com/rent/23164412.html
981,世合|万科理想大地·望宸里,116m²,2800元/月,183 5838 7831,https://jx.fccs.com/rent/22884287.html
980,都市·文涛苑,125m²,900元/月,131 5737 1363,https://jx.fccs.com/rent/23151063.html
979,西园里,52m²,1100元/月,133 3573 5932,https://jx.fccs.com/rent/23150779.html
978,虹泰公寓,24m²,400元/月,131 0573 1767,https://jx.fccs.com/rent/23156715.html
977,世合|万科理想大地·望宸里,116m²,2200元/月,183 5838 7831,https://jx.fccs.com/rent/22884289.html
976,荣安万科·香樟国际,89m²,2200元/月,183 5838 7831,https://jx.fccs.com/rent/22666275.html
975,第一医院宿舍,54m²,1280元/月,133 3573 5932,https://jx.fccs.com/rent/23064880.html
974,荣安万科·香樟国际,83m²,2900元/月,183 5838 7831,https://jx.fccs.com/rent/22666259.html
973,万科·泊樾湾,130m²,3600元/月,183 5838 7831,https://jx.fccs.com/rent/22666255.html
972,万科·泊樾湾,99m²,3800元/月,183 5838 7831,https://jx.fccs.com/rent/22884286.html
971,二毛一村,65m²,1100元/月,186 0573 1135,https://jx.fccs.com/rent/23164462.html
970,世合·理想大地·至真里,130m²,3000元/月,183 5838 7831,https://jx.fccs.com/rent/22780094.html
969,世合|万科理想大地·启宸里,116m²,3000元/月,183 5838 7831,https://jx.fccs.com/rent/22988422.html
968,凯旋路,60m²,1300元/月,159 5835 1841,https://jx.fccs.com/rent/23160282.html
967,世合|万科理想大地·启宸里,132m²,2900元/月,183 5838 7831,https://jx.fccs.com/rent/23051681.html
966,荣安万科·香樟国际,83m²,2500元/月,183 5838 7831,https://jx.fccs.com/rent/22823974.html
965,汇金广场,40m²,1200元/月,139 5730 9315,https://jx.fccs.com/rent/23095781.html
964,云都大厦,47m²,1400元/月,159 5835 1841,https://jx.fccs.com/rent/23138745.html
963,金都景苑,182m²,3800元/月,186 0573 1135,https://jx.fccs.com/rent/23164437.html
962,世合·理想大地·至美里,150m²,2200元/月,183 5838 7831,https://jx.fccs.com/rent/23051679.html
961,书香名苑,35m²,600元/月,139 5739 3677,https://jx.fccs.com/rent/20653134.html
960,荣安万科·香樟国际,89m²,2500元/月,183 5838 7831,https://jx.fccs.com/rent/22817096.html
959,万科·泊樾湾,128m²,4000元/月,183 5838 7831,https://jx.fccs.com/rent/22790750.html
958,荣安万科·香樟国际,73m²,2000元/月,183 5838 7831,https://jx.fccs.com/rent/22790681.html
957,赞成·丽景苑,143m²,2500元/月,158 6830 4471,https://jx.fccs.com/rent/23164486.html
956,荣安万科·香樟国际,89.61m²,2600元/月,183 5838 7831,https://jx.fccs.com/rent/22790683.html
955,恒大香湖左岸,110m²,2300元/月,133 7583 7658,https://jx.fccs.com/rent/23164483.html
954,世合理想大地静安里,105m²,2600元/月,183 5838 7831,https://jx.fccs.com/rent/23027068.html
953,翰林府第,89m²,2200元/月,186 0573 1135,https://jx.fccs.com/rent/23164480.html
952,世合理想大地阳明清境,234m²,7000元/月,183 5838 7831,https://jx.fccs.com/rent/22927871.html
951,世合·理想大地·至真里,109m²,3000元/月,183 5838 7831,https://jx.fccs.com/rent/22906768.html
950,理想大地·云之湾,100m²,2000元/月,183 5838 7831,https://jx.fccs.com/rent/23126736.html
949,世合·理想大地·至真里,109m²,2800元/月,183 5838 7831,https://jx.fccs.com/rent/22982557.html
948,赞成·丽景苑,90m²,1700元/月,158 6830 4471,https://jx.fccs.com/rent/23164489.html
947,名典公寓,45m²,1500元/月,159 5835 1841,https://jx.fccs.com/rent/23161041.html
946,华润未来城市·幸福里,142m²,3900元/月,158 6830 4471,https://jx.fccs.com/rent/23164492.html
945,紫元·尚园,88m²,3200元/月,158 6830 2837,https://jx.fccs.com/rent/23160688.html
944,玫瑰恬园,89m²,3100元/月,158 6830 2837,https://jx.fccs.com/rent/23160677.html
943,城南花园,164m²,2500元/月,158 6830 2837,https://jx.fccs.com/rent/23162866.html
942,赞成·丽景苑,90m²,2000元/月,158 6830 4471,https://jx.fccs.com/rent/23164488.html
941,赞成·丽景苑,136m²,1500元/月,158 6830 4471,https://jx.fccs.com/rent/23164493.html
940,文星花园·汇龙苑,42.68m²,1300元/月,138 0673 9258,https://jx.fccs.com/rent/23164441.html
939,赞成·丽景苑,89m²,1500元/月,158 6830 4471,https://jx.fccs.com/rent/23164494.html
938,赞成·丽景苑,142m²,2300元/月,158 6830 4471,https://jx.fccs.com/rent/23164442.html
937,紫元·尚园,89m²,3200元/月,158 6830 2837,https://jx.fccs.com/rent/23160680.html
936,赞成·丽景苑,89m²,1500元/月,158 6830 4471,https://jx.fccs.com/rent/23164487.html
935,赞成·丽景苑,115m²,2000元/月,158 6830 4471,https://jx.fccs.com/rent/23164491.html
934,万科·悦中环,40m²,1000元/月,158 6830 2837,https://jx.fccs.com/rent/23133225.html
933,河东街,130m²,2000元/月,158 6830 2837,https://jx.fccs.com/rent/23137005.html
932,竹桥苑,50m²,1100元/月,159 5835 1841,https://jx.fccs.com/rent/23160305.html
931,天城园林居,127m²,2300元/月,136 2676 8742,https://jx.fccs.com/rent/23164384.html
930,万科紫元·尚宸,138m²,5000元/月,158 6830 2837,https://jx.fccs.com/rent/23136210.html
929,赞成·丽景苑,90m²,1900元/月,158 6830 4471,https://jx.fccs.com/rent/23164440.html
928,赞成·丽景苑,107m²,1900元/月,158 6830 4471,https://jx.fccs.com/rent/23164495.html
927,紫元·尚园,89m²,3000元/月,158 6830 2837,https://jx.fccs.com/rent/23164500.html
926,旭辉广场,83m²,2100元/月,131 8533 7696,https://jx.fccs.com/rent/23157097.html
925,金地·鸣庐府,146m²,3500元/月,136 4673 0096,https://jx.fccs.com/rent/23159937.html
924,赞成·丽景苑,90m²,1800元/月,158 6830 4471,https://jx.fccs.com/rent/23164443.html
923,赞成·丽景苑,90m²,1600元/月,158 6830 4471,https://jx.fccs.com/rent/23164445.html
922,信达格兰·上郡,104m²,2300元/月,152 5730 8310,https://jx.fccs.com/rent/23164444.html
921,绿溪·玫瑰园,126.33m²,2500元/月,135 1130 2889,https://jx.fccs.com/rent/23125347.html
920,蔚蓝·澳洲花园,123m²,2300元/月,138 1930 5439,https://jx.fccs.com/rent/23101278.html
919,旭辉广场,106m²,2400元/月,131 8533 7696,https://jx.fccs.com/rent/23141159.html
918,赞成·丽景苑,130m²,2000元/月,158 6830 4471,https://jx.fccs.com/rent/23164496.html
917,加洲长岛,120m²,2000元/月,137 3256 6184,https://jx.fccs.com/rent/23101630.html
916,中海·明德里,99m²,3800元/月,158 6830 2837,https://jx.fccs.com/rent/23083256.html
915,祥生·江南新语,108m²,1500元/月,138 5738 6067,https://jx.fccs.com/rent/23095316.html
914,天星湖公寓,40m²,1000元/月,158 6830 2837,https://jx.fccs.com/rent/23160704.html
913,阳光城瑞俊·檀映里,127m²,4500元/月,158 6830 2837,https://jx.fccs.com/rent/23098905.html
912,万科·海上传奇,86m²,3500元/月,158 6830 2837,https://jx.fccs.com/rent/23132656.html
911,旭辉广场,56m²,1600元/月,131 8533 7696,https://jx.fccs.com/rent/23156352.html
910,紫元·尚园,20m²,800元/月,158 6830 2837,https://jx.fccs.com/rent/23033571.html
909,河东街,20m²,750元/月,158 6830 2837,https://jx.fccs.com/rent/23100889.html
908,嘉州美都五期欢聚园,156m²,2200元/月,137 5806 0152,https://jx.fccs.com/rent/23145132.html
907,同方燕语林苑,115m²,2000元/月,151 0216 0037,https://jx.fccs.com/rent/23113640.html
906,西园里,74m²,1900元/月,135 7535 6872,https://jx.fccs.com/rent/23164555.html
905,永泰广场,157m²,3300元/月,139 6736 5999,https://jx.fccs.com/rent/23155937.html
904,嘉州美都三期欢欣园,115m²,1800元/月,137 5806 0152,https://jx.fccs.com/rent/23145366.html
903,嘉州美都二期欢快园,118m²,1900元/月,137 5806 0152,https://jx.fccs.com/rent/23145131.html
902,禾东公寓,100m²,1600元/月,137 3826 4486,https://jx.fccs.com/rent/23126841.html
901,府南花园一期,60m²,1500元/月,131 7473 6536,https://jx.fccs.com/rent/23101521.html
900,茶香坊,50m²,1450元/月,137 3826 4486,https://jx.fccs.com/rent/23150531.html
899,嘉州美都四期欢畅园,117m²,1600元/月,137 5806 0152,https://jx.fccs.com/rent/23148877.html
898,嘉州美都一期欢乐园,136m²,1500元/月,137 5806 0152,https://jx.fccs.com/rent/23143634.html
897,紫溪花园,89m²,1600元/月,137 3826 4486,https://jx.fccs.com/rent/23126804.html
896,嘉州美都四期欢畅园,135m²,600元/月,137 5806 0152,https://jx.fccs.com/rent/23132945.html
895,嘉州美都四期欢畅园,131m²,1900元/月,137 5806 0152,https://jx.fccs.com/rent/23145156.html
894,堂樾庄,143m²,6000元/月,152 5730 8310,https://jx.fccs.com/rent/23164450.html
893,嘉州美都一期欢乐园,111m²,1800元/月,137 5806 0152,https://jx.fccs.com/rent/23143580.html
892,嘉州美都三期欢欣园,95m²,1700元/月,137 5806 0152,https://jx.fccs.com/rent/23145152.html
891,南溪花园,111m²,2300元/月,138 6735 7992,https://jx.fccs.com/rent/22889363.html
890,万丽广场,60.35m²,1500元/月,180 0573 1122,https://jx.fccs.com/rent/23164502.html
889,华章·御树湾,89m²,1800元/月,188 5737 1291,https://jx.fccs.com/rent/23151945.html
888,万达SOHO,41m²,1000元/月,187 2165 6362,https://jx.fccs.com/rent/23122796.html
887,绿地·绿禾名邸,90m²,1600元/月,188 5737 1291,https://jx.fccs.com/rent/23158928.html
886,绿地·绿禾名邸,72m²,1600元/月,188 5737 1291,https://jx.fccs.com/rent/23158926.html
885,亚太花苑,100m²,1200元/月,188 5737 1291,https://jx.fccs.com/rent/23151983.html
884,嘉富·好第坊,89m²,1600元/月,188 5737 1291,https://jx.fccs.com/rent/23158949.html
883,宏润花园,95m²,1700元/月,188 5737 1291,https://jx.fccs.com/rent/23162869.html
882,嘉富·好第坊,90m²,1500元/月,188 5737 1291,https://jx.fccs.com/rent/23158948.html
881,佳源·东方都市,80m²,1600元/月,188 5737 1291,https://jx.fccs.com/rent/23151951.html
880,嘉富·好第坊,92m²,1800元/月,188 5737 1291,https://jx.fccs.com/rent/23151953.html
879,绿地新都会,125m²,2300元/月,188 5737 1291,https://jx.fccs.com/rent/23151939.html
878,世茂璀璨时代,95m²,2500元/月,188 5737 1291,https://jx.fccs.com/rent/23151994.html
877,文南里,60m²,1400元/月,131 0573 1609,https://jx.fccs.com/rent/23162861.html
876,万达SOHO,49m²,1150元/月,187 2165 6362,https://jx.fccs.com/rent/23122801.html
875,绿景华庭,89m²,2200元/月,188 5737 1291,https://jx.fccs.com/rent/23156338.html
874,巴黎都市,130m²,2900元/月,158 5733 9772,https://jx.fccs.com/rent/23102477.html
873,嘉兴市颐高数码大厦,49.35m²,1600元/月,138 6731 2997,https://jx.fccs.com/rent/23164556.html
872,嘉富·好第坊,114m²,1900元/月,188 5737 1291,https://jx.fccs.com/rent/23152266.html
871,万达SOHO,41m²,1300元/月,188 5737 1291,https://jx.fccs.com/rent/23158908.html
870,佳源·东方都市,116m²,2000元/月,188 5737 1291,https://jx.fccs.com/rent/23152232.html
869,东方·普罗旺斯,89m²,2300元/月,187 2165 6362,https://jx.fccs.com/rent/23163572.html
868,东方·普罗旺斯,116m²,3000元/月,187 2165 6362,https://jx.fccs.com/rent/23163573.html
867,华章·御树湾,89m²,2200元/月,187 2165 6362,https://jx.fccs.com/rent/23127576.html
866,康桥花园,137m²,2600元/月,187 2165 6362,https://jx.fccs.com/rent/23163608.html
865,龙翔大厦,46m²,1350元/月,187 2165 6362,https://jx.fccs.com/rent/23131158.html
864,万达SOHO,41m²,1200元/月,187 2165 6362,https://jx.fccs.com/rent/23129602.html
863,九城·嘉佳家,105m²,2000元/月,187 2165 6362,https://jx.fccs.com/rent/23127572.html
862,康桥花园,143m²,2988元/月,187 2165 6362,https://jx.fccs.com/rent/23164196.html
861,宝格丽公馆,82m²,1650元/月,187 2165 6362,https://jx.fccs.com/rent/23164133.html
860,康桥花园,75m²,1300元/月,181 0184 5910,https://jx.fccs.com/rent/22639862.html
859,康桥花园,105m²,2300元/月,187 2165 6362,https://jx.fccs.com/rent/23163606.html
858,东方·普罗旺斯,116m²,2700元/月,187 2165 6362,https://jx.fccs.com/rent/23163607.html
857,绿地新都会,125m²,2100元/月,187 2165 6362,https://jx.fccs.com/rent/23127589.html
856,英伦都市,216m²,5000元/月,132 8231 8273,https://jx.fccs.com/rent/23130768.html
855,万达SOHO,50m²,1000元/月,158 8835 3056,https://jx.fccs.com/rent/23153444.html
854,杨柳湾社区,55m²,1400元/月,151 5735 4593,https://jx.fccs.com/rent/23162647.html
853,广益大厦,64m²,1500元/月,158 8835 3056,https://jx.fccs.com/rent/23152027.html
852,英伦都市,216m²,5000元/月,132 8231 8273,https://jx.fccs.com/rent/23141505.html
851,中海·明德里,97m²,2500元/月,132 8231 8273,https://jx.fccs.com/rent/23110361.html
850,新希望·锦麟澜湾,188m²,5500元/月,158 8835 3056,https://jx.fccs.com/rent/23128128.html
849,桂苑小区,80m²,1500元/月,132 8231 8273,https://jx.fccs.com/rent/23109988.html
848,国际·中港城新世纪公寓,50m²,1400元/月,188 6831 0610,https://jx.fccs.com/rent/23162533.html
847,信达东郡,136m²,3200元/月,189 6731 2599,https://jx.fccs.com/rent/23105921.html
846,金禾商住楼,85m²,2800元/月,151 5735 4593,https://jx.fccs.com/rent/23160323.html
845,嘉州美都一期欢乐园,110m²,1700元/月,151 5735 4593,https://jx.fccs.com/rent/23161201.html
844,禾兴公寓,75m²,1300元/月,151 5735 4593,https://jx.fccs.com/rent/23160359.html
843,佳源·优优华府,30m²,1200元/月,131 0573 1609,https://jx.fccs.com/rent/23154272.html
842,广益大厦,60m²,1600元/月,132 8231 8273,https://jx.fccs.com/rent/23153807.html
841,中成新世纪公寓,125m²,2200元/月,188 6831 0610,https://jx.fccs.com/rent/23162893.html
840,东方新家园,65m²,1400元/月,151 5735 4593,https://jx.fccs.com/rent/23163406.html
839,国际·中港城新世纪公寓,40m²,1000元/月,188 6831 0610,https://jx.fccs.com/rent/23162564.html
838,荣安堂樾庄,166m²,4300元/月,158 8835 3056,https://jx.fccs.com/rent/23128856.html
837,中海·明德里,87m²,3000元/月,132 8231 8273,https://jx.fccs.com/rent/23109843.html
836,探花苑,70m²,1680元/月,189 0683 8285,https://jx.fccs.com/rent/23141555.html
835,隆兴公寓,125m²,2300元/月,159 6831 5060,https://jx.fccs.com/rent/23158618.html
834,巴黎都市,33m²,1200元/月,189 0683 8285,https://jx.fccs.com/rent/23146255.html
833,清河西区,56m²,950元/月,159 6892 3111,https://jx.fccs.com/rent/23153709.html
832,嘉州美都四期欢畅园,135m²,2800元/月,134 5628 9210,https://jx.fccs.com/rent/23162467.html
831,翰林府第,143m²,3400元/月,189 6731 2599,https://jx.fccs.com/rent/23161636.html
830,巴黎都市,3200m²,3180元/月,189 0683 8285,https://jx.fccs.com/rent/23141588.html
829,金都·九月洋房·朗轩,90m²,2600元/月,139 5739 7049,https://jx.fccs.com/rent/23128804.html
828,翰林府第,143m²,3400元/月,189 6731 2599,https://jx.fccs.com/rent/23161635.html
827,大树彩红里,76m²,2100元/月,177 0583 6926,https://jx.fccs.com/rent/23144599.html
826,文纬里,60m²,1700元/月,136 2676 8742,https://jx.fccs.com/rent/23164357.html
825,文星花园·长中苑,204m²,3600元/月,189 6731 2599,https://jx.fccs.com/rent/23107237.html
824,交控·凌云府,96m²,1000元/月,139 6735 8428,https://jx.fccs.com/rent/23164560.html
823,翰林府第,143m²,2800元/月,189 6731 2599,https://jx.fccs.com/rent/23161612.html
822,大树彩红里,96.32m²,1880元/月,177 0583 6926,https://jx.fccs.com/rent/23004194.html
821,探花苑,70m²,1600元/月,189 0683 8285,https://jx.fccs.com/rent/23156773.html
820,烟雨小区,68m²,2000元/月,189 0683 8285,https://jx.fccs.com/rent/23155994.html
819,龙盛·华城右岸,111m²,2500元/月,131 5738 5901,https://jx.fccs.com/rent/23147833.html
818,好一家家居广场,40m²,900元/月,139 5732 5007,https://jx.fccs.com/rent/22497903.html
817,旭辉广场,130m²,3300元/月,131 8533 7696,https://jx.fccs.com/rent/23125855.html
816,穆湖花园,200m²,2300元/月,131 5738 5901,https://jx.fccs.com/rent/23140108.html
815,禾兴公寓,76m²,1450元/月,131 5738 5901,https://jx.fccs.com/rent/23109628.html
814,南秀花园,164m²,3500元/月,131 5738 5901,https://jx.fccs.com/rent/23147942.html
813,旭辉广场,120m²,3200元/月,131 8533 7696,https://jx.fccs.com/rent/23144946.html
812,摩尔公馆,55m²,1300元/月,131 5738 5901,https://jx.fccs.com/rent/23142559.html
